항목,클러스터번호,질문
방임,3,저녁에 나를 집에 혼자 두고 엄마가 나간 적 있어?
방임,3,저녁에 나를 두고 어른들이 나간 적 있나요?
방임,3,집에 아무도 안 계신가요?
방임,3,엄마나 아빠가 말없이 집을 나가서 안 들어온 적이 있나요?
방임,3,어른들이 갑자기 말도 없이 집 나가서 안 들어온 적 있어?
방임,3,부모님이 너를 집에 두고 나간 적이 있어?
방임,3,"저녁에 친구를 집에 혼자 두고 어른들이 나가거나, 갑자기 말도 없이 나가서 안 들어온 적이 있어?"
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적이 있었을까요?
방임,3,저녁에 나를 혼자 두고 어른들이 나갔던 적이 있나요?
방임,3,저녁에 친구를 혼자 두고 어른들이 나갔던 적이 있었어요?
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적이 있나요?
방임,3,저녁에 나를 집에 두고 어른들이 나갔던 적 있나요?
방임,3,저녁에 나를 혼자 두고 어른들이 나갔던 적 있어요?
방임,3,"저녁에 친구를 혼자 두고 어른들이 나가거나, 갑자기 말도 없이 집을 나가서 안 들어온 적이 있어요?"
방임,3,어른들이 갑자기 말도 없이 집 나가서 안 들어온 적 있어요?
방임,3,저녁에 그럼 집에 나를 혼자 두고 어른들이 나갔던 적 있어요?
방임,3,"저녁에 친구를 혼자 두고 부모님이 나가거나, 친구한테 말도 없이 집을 나간 적 있나요?"
방임,3,저녁에 나를 혼자 두고 어른들이 나갔던 적 있나요?
방임,3,친구를 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어 온 적 있어?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있어?
방임,3,가족 중에 친구를 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어온 적 있어?
방임,3,저녁에 나를 두고 어른들만 나간 적 있어?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적이 있나요?
방임,3,집에 먹을 게 없을 때 도움을 요청할 어른이 있나요?
방임,3,저녁에 나를 집에 혼자 두고 나가거나 말 없이 나가서 안 들어 오신 적 있어?
방임,3,어른들이 너에게 말해주지 않고 집을 비우거나 혼자 두고 간 적 있어?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적은 있을까?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있나요? 얼마나 자주 이런 일이 있었나요?
방임,3,"저녁에 친구를 혼자 두고 아빠가 밖에 나가거나, 친구한테 말도 없이 집을 나간 적 있나요?"
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적 있었나요?
방임,3,저녁에 엄마가 친구를 혼자 두고 나간 적이 있을까?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적이 있을까?
방임,3,저녁에 나를 혼자 두고 어른들이 나가거나 안 들어온 적 있나요?
방임,3,저녁에 나를 집에 혼자 두고 나가거나 말없이 집에 나가서 안 들어오신 적 있어?
방임,3,엄마가 말도 없이 집을 나가서 안 들어 온 적 있어요?
방임,3,친구 부모님이나 할머니가 저녁에 나를 집에 혼자 두고 나가시거나 아니면 말도 없이 나가서 안 들어오신 적 있어?
방임,3,저녁에 나를 집에 혼자 두고 나가거나 말도 없이 나가서 안 들어온 적이 있어?
방임,3,"저녁에 친구를 집에 혼자 두고 나가거나, 갑자기 말도 없이 집을 나가서 안 들어온 적이 있어요?"
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나간 적 있어?
방임,3,아줌마가 갑자기 말도 없이 집 나가서 안 들어온 적 있어?
방임,3,가족 중에 친구를 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어온 적이 있어?
방임,3,가족 중에 나를 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어온적이 있나요?
방임,3,어른들이 나를 집에 혼자 두고 나가거나 말없이 집을 나가서 들어오지 않은 적 있어?
방임,3,집에 혼자 두고 어른들이 말없이 나간 적 있어요?
방임,3,저녁에 친구를 혼자 두고 어른들이 나간 적은 있어?
방임,3,부모님이 갑자기 말도 없이 집을 나가서 안 들어온 적은 있을까?
방임,3,저녁에 나를 집에 혼자 두고 아빠가 나간 적 있나요?
방임,3,아빠가 나가시고 집에 안 들어오신 적도 있나요?
방임,3,어른들이 갑자기 말도 없이 집을 나가서 안 들어오거나 친구를 혼자 두고 나간 적 있나요?
방임,3,집에서 친구를 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어온 적 있어?
방임,3,"어른들이 집에 친구를 혼자 두고 나가거나, 갑자기 말도 없이 나가서 안 들어온 적 있어요?"
방임,3,저녁에 친구를 혼자두고 어른들이 나간다거나 나가서 안들어온 적이 있을까?
방임,3,가족 중에 어른들이 갑자기 말도 없이 집 나가서 안 들어온 적이 있어?
방임,3,저녁에 집에 혼자 두고 어른들이 나갔던 적 있어?
방임,3,"저녁에 친구를 집에 혼자 두고 어른들이 나가거나, 갑자기 말도 없이 나가서 안 들어 온 적이 있어?"
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있어요?
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적이 있어요?
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적 있어요?
방임,3,엄마가 갑자기 말도 없이 집을 나가서 안 들어온 적 있어?
방임,3,저녁에 집에 혼자 두고 어른들이 나갔던 적 있나요?
방임,3,엄마가 저녁에 나를 집에 혼자 두고 나가거나 갑자기 말도 없이 집을 나가서 안 들어온 적 있어요?
방임,3,"밤에 친구를 혼자 두고 어른들이 나가거나, 갑자기 말도 없이 나가서 센터를 안 들어 온 적이 있어요?"
방임,3,혹시 엄마가 친구를 집에 혼자 두고 저녁에 나가신 적 있었어요?
방임,3,저녁에 나를 혼자 두고 어른들이 나가거나 안 들어온 적이 있나요?
방임,3,어른들이 갑자기 말도 없이 집을 나가서 안 들어온 적 있어?
방임,3,저녁에 친구를 시설에 혼자 두고 어른들이 나갔던 적 있어?
방임,3,시설에 있는 친구를 항상 돌봐주는 사람이 갑자기 말도 없이 시설을 나가서 안 들어온 적 있어?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나간 적은 있을까?
방임,3,엄마가 친구를 집에 혼자 두고 저녁에 나가신 적 있었어요?
방임,3,저녁에 친구를 모텔에 혼자 두고 어른들이 나갔던 적 있어?
방임,3,친구를 항상 돌봐주는 사람이 갑자기 말도 없이 모텔을 나가서 안 들어온 적 있어?
방임,3,어른들이 갑자기 집에 들어오지 않은 적이 있니?
방임,3,"저녁에 친구를 집에 혼자 두고, 어른들이 나갔던 적 있어?"
방임,3,"저녁에 나를 집에 혼자 두고, 어른들이 나갔던 적 있나요?"
방임,3,저녁에 친구를 혼자 두고 어른들이 나간 적이 있다거나 나가서 안 들어온 적이 있을까?
방임,3,저녁에 친구를 혼자두고 어른들이 나간다거나 나가서 안 들어온 적이 있을까?
방임,3,"저녁에 친구를 집에 혼자 두고 나가거나, 갑자기 말도 없이 집을 나가서 안 들어온 적이 있어?"
방임,3,아빠가 말없이 집을 나가서 안 들어온 적이 있나요?
방임,3,저녁에 친구를 집에 두고 혼자 어른들이 나갔던 적이 있었어?
방임,3,저녁에 친구를 집에 혼자 두고 엄마가 나간 적 있어? 있으면 얼마나 자주 그랬어?
방임,3,엄마가 갑자기 말도 없이 집을 나가서 안 들어온 적은 있어?
방임,3,"저녁에 친구를 집에 혼자 두고 나가거나, 갑자기 말도 없이 집을 나가서 안 들어 온 적이 있어요?"
방임,3,저녁에 나를 혼자 두고 어른이 나갔던 적이 있나요?
방임,3,저녁에 아무도 없이 혼자 집에 남은 적 있어?
방임,3,가족 중에 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어온 적 있어?
방임,3,엄마나 아빠가 말없이 집을 나가서 안 들어온 적 있나요?
방임,3,"저녁에 친구를 집에 혼자 두고 나가거나, 말도 없이 집을 나가서 안 들어온 적이 있어?"
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적 있을까?
방임,3,가족 중에 나를 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어온 적 있나요?
방임,3,"저녁에 나를 집에 혼자 두고 나가시거나, 갑자기 말도 없이 나가서 안 들어오신 적 있어?"
방임,3,저녁에 나를 집에 혼자 두고 나가거나 갑자기 말도 없이 집을 나가서 안 들어오신 적 있어?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있을까?
방임,3,"저녁에 친구를 집에 혼자 두고 나가거나, 말도 없이 집을 나가서 안 들어 온 적이 있어?"
방임,3,저녁에 친구를 혼자 두고 어른들이 나갔던 적이 있나요?
방임,3,저녁에 친구를 혼자 두고 어른들이 나간 적 있어?
방임,3,부모님이 갑자기 말도 없이 집을 나가서 안 들어온 적 있어?
방임,3,아버지와 시간을 많이 못 보내나요?
방임,3,"저녁에 나를 집에 혼자 두고 어른들이 나가거나, 갑자기 말도 없이 나가서 안 들어온 적 있어?"
방임,3,"저녁에 어른들이 친구를 집에 두고 혼자 나가거나, 갑자기 말도 없이 집을 나가서 안 들어온 적이 있어?"
방임,3,어른들이 저녁에 친구를 집에 혼자 두고 나갔던 적은 있나요?
방임,3,나를 혼자만 두고 어른들이 다 나가셨던 적이 있었어?
방임,3,부모님이 한 번도 오신 적이 없으신가요?
방임,3,"저녁에 친구를 혼자 두고 어른들이 나가거나, 말도 없이 집을 나가서 안 들어온 적이 있어요?"
방임,3,돌봐주는 어른이 갑자기 말도 없이 집 나가서 안 들어온 적 있어?
방임,3,아빠는 안 오셨나요?
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적은?
방임,3,저녁에 나를 혼자 두거나 말하지 않고 자리를 비우는 어른이 있었어?
방임,3,시설에서 친구를 항상 돌봐주는 사람이 갑자기 말도 없이 시설을 나가서 안 들어온 적 있어?
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적이 있었어요?
방임,3,저녁에 나를 집에 혼자 두고 나가거나 말없이 집을 나가서 안 들어온 적 있어?
방임,3,저녁에 너희를 두고 어른들이 나갔던 적 있었어?
방임,3,저녁에 친구를 혼자 두고 어른들이 밖에 나가거나 나가서 안 들어온 적이 있을까?
방임,3,어른들이 저녁에 나를 집에 혼자 두고 나간 적이 있나요?
방임,3,집에 나를 혼자 두고 어른들이 말도 없이 나간 적이 있어요?
방임,3,저녁에 나를 집에 혼자 두고 어른들이 나갔던 적 있니?
방임,3,혹시 엄마는 집에 잘 안 계시는 거예요?
방임,3,"저녁에 나를 집에 혼자 두고 나가거나, 갑자기 말도 없이 집을 나가서 안 들어오신 적 있어?"
방임,3,어른들이 말없이 집을 나가서 안 들어온 적이 있나요?
방임,3,저녁에 친구를 집에 혼자 두고 어른들이 나갔던 적 있었어요?
방임,3,가족 중에 나를 항상 돌봐주는 사람이 갑자기 말도 없이 집을 나가서 안 들어온 적 있어?
방임,3,돌봐주는 어른이 갑자기 말도 없이 집에 나가서 안 들어온 적도 있나요?
방임,3,저녁에 친구 혼자 집에 있었던 적이 있나요?
방임,3,어른들이 친구를 혼자 두고 밖에 나간 적이 있나요?
방임,4,운동회나 참관 수업 또는 학부모 상담 같은 학교 행사가 있으면 어른들이 잘 오는 편이야?
방임,4,운동회 같은 행사에 어른들이 잘 와?
방임,4,어른들이 학교 행사에 잘 오세요?
방임,4,"어른들이 운동회나 참관 수업, 또는 학부모 상담에 잘 오시나요?"
방임,4,어른들이 참여해야 하는 학교 행사에 잘 오시나요?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담 같은 학교 행사에 잘 오셔?"
방임,4,운동회나 수업 참관 같은 학교행사에 잘 오시는 편이야?
방임,4,어른들이 운동회나 참관 수업 같은 학교 행사에 잘 오시는 편이에요?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담 같은 학교 행사에 잘 오시나요? 안 오신 적은 없나요?"
방임,4,어른들이 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,엄마가 학교에 참석해야 하는 행사에 잘 오세요?
방임,4,어른들이 학부모 상담 같은 참여해야 하는 학교 행사에 잘 오시나요?
방임,4,운동회나 참관 수업 같은 학교행사에 누가 오는 편이야?
방임,4,어른들이 운동회나 참관 수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,"부모님이 운동회나 참관수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,"부모님이 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,부모님이 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,"어른들이 운동회나 참관 수업, 학부모 상담 등 학교 행사에 잘 오시나요?"
방임,4,부모님이 운동회나 참관수업에 잘 오셔?
방임,4,어른들이 운동회나 참관수업 같은 학교 행사에 자주 오셔?
방임,4,어른들이 운동회나 참관 수업 또 학부모 상담 같은 학교 행사에 잘 오시니?
방임,4,운동회나 참관수업 같은 학교 행사에 어른들이 잘 오시나요?
방임,4,어른들이 운동회나 참관수업 또는 학부모 상담 같은 학교 행사에 잘 오시나요?
방임,4,어른들이 운동회나 참관수업에 잘 오셔?
방임,4,아버지가 운동회나 참관 수업 같은 학교에 오는 행사에 잘 오셔?
방임,4,"부모님이 운동회나 참관수업, 학부모 상담에 잘 오셔?"
방임,4,운동회나 참관 수업 같은 학교 행사에 부모님이 잘 오시나요?
방임,4,"어른들이 운동회, 참관 수업, 상담 등 학교 행사에 잘 오시나요?"
